sl.no,label,msisdn,aon,daily_decr30,daily_decr90,rental30,rental90,last_rech_date_ma,last_rech_date_da,last_rech_amt_ma,cnt_ma_rech30,fr_ma_rech30,sumamnt_ma_rech30,medianamnt_ma_rech30,medianmarechprebal30,cnt_ma_rech90,fr_ma_rech90,sumamnt_ma_rech90,medianamnt_ma_rech90,medianmarechprebal90,cnt_da_rech30,fr_da_rech30,cnt_da_rech90,fr_da_rech90,cnt_loans30,amnt_loans30,maxamnt_loans30,medianamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,medianamnt_loans90,payback30,payback90,pcircle,pdate
4824,1,68347I70789,168,62607,86345.42,24590.95,36183.76,12,0,11874,4,7,47496,11874,260.33,10,5,95288,9700,260.33,0,0,0,0,3,36,12,0,5,54,12,0,1.333333333,1.8,UPW,07-08-2016
4825,1,59883I70786,523,2604.483,2734.49,209.13,470.13,23,0,1539,1,0,1539,1539,28.13,5,9,16466,2309,119.13,0,0,0,0,1,6,6,0,3,18,6,0,0,3.666666667,UPW,29-07-2016
4826,1,97277I88650,1779,1667,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-08-2016
4827,1,06692I95202,236,23453,23513.5,10969.13,17073.53,6,0,8000,4,10,24770,8000,2,5,36,25717,8000,4,0,0,0,0,3,18,6,0,4,24,6,0,11,11,UPW,01-08-2016
4828,1,50385I89231,182,2830.7,2852.4,444.26,489.26,1,0,770,2,10,3079,1539.5,256.5,3,29,7127,2309,5,0,0,0,0,2,12,6,0,2,12,6,0,3.5,3.5,UPW,15-07-2016
4829,1,01596I85340,117,86.448,86.448,431.2,431.2,2,0,770,4,5,5395,1539,61.5,4,5,5395,1539,61.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-06-2016
4830,1,93402I90848,501,29.05,29.05,725.76,725.76,1,0,770,5,1,4033,770,59,7,1,4379,770,59,0,0,0,0,2,12,6,0,2,12,6,0,2,2,UPW,21-06-2016
4831,1,31246I90583,929,12791.28467,12863.58,1548.2,2526.89,5,0,4048,4,15,17635,4048,18,9,2,26278,2309,30,0,0,0,0,3,24,12,0,7,48,12,0,2.333333333,2,UPW,17-07-2016
4832,1,55056I82730,1233,90.252,90.252,3124.32,3124.32,3,0,770,8,1,9424,1243,32.8,8,1,9424,1243,32.8,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,23-06-2016
4833,1,66770I89238,403,676.1943333,679.27,1250.48,1293.6,2,0,770,9,0,8482,770,28.8,9,0,8482,770,28.8,0,0,0,0,4,24,6,0,4,24,6,0,6,6,UPW,01-07-2016
4834,1,39587I88658,1085,89.86133333,89.86133333,489.52,489.52,1,0,2309,6,1,10809,1547,92,7,1,14876,1547,73,0,0,0,0,2,12,6,0,2,12,6,0,1,1,UPW,08-06-2016
4835,1,22187I70788,316,53.658,53.658,511.11,511.11,2,0,770,3,10,4618,1924,7,3,10,4618,1924,7,0,0,0,0,2,12,6,0,2,12,6,0,18.5,18.5,UPW,27-06-2016
4836,1,82559I82736,968,1611.041667,1614.85,3252.6,3550.05,4,0,1539,3,1,3085,773,71.2,4,10,3855,773,63.7,0,0,0,0,3,18,6,0,3,18,6,0,6.5,6.5,UPW,05-07-2016
4837,1,92278I70374,413,50.02666667,50.02666667,1054.32,1054.32,2,0,1547,3,1,7161,1547,39,3,1,7161,1547,39,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,08-06-2016
4838,1,63037I88648,1465,21913.05533,22117.66,1783.45,1352.51,2,0,770,8,5,15593,1924,25.2,13,5,37169,2309,26.2,0,0,0,0,8,48,6,0,12,72,6,0,2.571428571,2.272727273,UPW,29-07-2016
4839,1,27913I82737,473,73.254,73.254,120.78,120.78,1,0,770,5,6,5394,773,88,5,6,5394,773,88,0,0,0,0,4,24,6,0,4,24,6,0,3.333333333,3.333333333,UPW,18-06-2016
4840,0,63617I70377,628,6469.64,6472.1,861.82,1255.48,5,0,1924,4,13,5388,1347,33.5,4,13,5388,1347,33.5,0,0,0,0,4,24,6,0,4,24,6,0,73,73,UPW,18-07-2016
4841,1,92126I90849,89,7286.633333,7312.5,6528.59,6874.51,5,0,770,3,8,5487,1539,112,5,8,11843,3178,112,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-07-2016
4842,1,44895I89239,84,37.493,37.493,208.29,208.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-06-2016
4843,0,47028I84456,475,9077.29,9165.87,4890.24,5562.64,1,0,770,11,2,10783,770,6.2,19,2,18484,770,84.2,0,0,0,0,4,42,12,0,4,42,12,0,5,5,UPW,20-07-2016
4844,1,18532I70377,401,1.394,1.394,39.91,39.91,36,0,2593,0,0,0,0,0,1,0,2593,2593,137,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
4845,1,47905I95204,155,97.50066667,97.50066667,360.64,360.64,1,0,1539,7,5,11578,1547,70,9,5,13472,1539,33,0,0,0,0,5,30,6,0,5,30,6,0,2.666666667,2.666666667,UPW,14-06-2016
4846,1,91453I90581,1816,66185,97093.98,11378.91,13067.64,45,0,8000,0,0,0,0,0,5,10,33547,8000,26.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPW,09-08-2016
4847,1,03465I70783,299,2554.373333,2578.4,1321.61,2355.04,8,0,773,5,5,4622,770,0,7,6,6168,773,6,0,0,0,0,6,36,6,0,7,42,6,0,4.4,4.5,UPW,17-07-2016
4848,1,74585I89238,224,2070,4170,6708.26,7451.35,15,0,770,1,0,770,770,0,3,4,3079,770,30,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-08-2016
4849,1,66075I88659,101,910,910,521.74,521.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,19-08-2016
4850,1,67422I90843,884,5155.006667,5250.04,76.1,456.6,35,0,8000,0,0,0,0,0,10,2,18015,1156,73,0,0,0,0,1,6,6,0,3,18,6,0,0,2.5,UPW,25-07-2016
4851,1,90287I84451,961,1603.033333,1607,236.97,416.66,6,0,770,2,23,1540,770,44,2,23,1540,770,44,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,17-07-2016
4852,1,53011I84458,287,18206.632,18329.44,31222.02,36307.59,5,0,2309,8,3,26001,2309,91,12,3,35436,2309,81,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,21-07-2016
4853,0,89043I95201,345,0.046666667,0.046666667,50.44,50.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-06-2016
4854,1,83190I85329,843,6206.461,6255.61,650.12,1106.69,15,51,770,2,7,2309,1154.5,168.3,4,12,4621,1156,210.3,0,0,1,0,1,6,6,0,1,6,6,0,0,0,UPW,27-07-2016
4855,1,84853I89234,229,122.5333333,122.5333333,424.4,424.4,2,0,1547,11,1,14695,1547,69,11,1,14695,1547,69,0,0,0,0,5,30,6,0,5,30,6,0,2.5,2.5,UPW,20-06-2016
4856,0,19172I82731,692,2599.046667,2623.57,19082.87,22263.37,4,0,1539,2,18,7326,3663,28,3,10,8865,1539,38,0,0,0,0,2,18,12,0.5,2,18,12,0.5,0,0,UPW,10-07-2016
4857,1,21472I70782,855376.0228,1910.267667,1914.07,2860.13,2952.13,1,0,1547,8,4,13130,1547,10.5,11,4,17443,1547,13.5,0,0,0,0,7,42,6,0,7,42,6,0,4,4,UPW,01-07-2016
4858,1,95006I85340,561,35.048,35.048,528.24,528.24,1,0,773,1,0,773,773,315,1,0,773,773,315,0,0,0,0,1,6,6,0,1,6,6,0,108,108,UPW,12-06-2016
4859,1,19707I70781,266,200.6333333,200.6333333,1244.62,1244.62,4,0,1539,13,1,21340,1539,83,15,1,23834,1539,89,0,0,0,0,10,60,6,0,10,60,6,0,2,2,UPW,26-06-2016
4860,1,64982I70374,249,17.892,17.892,2295,2295,4,0,1924,1,0,1924,1924,11.8,1,0,1924,1924,11.8,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,27-06-2016
4861,1,42898I85330,1322,407.204,407.204,1112.72,1112.72,4,0,4048,4,15,16192,4048,40,4,15,16192,4048,40,0,765961.3631,0,0,1,6,6,0,1,6,6,0,0,0,UPW,28-06-2016
4862,1,93529I70787,440,136.6286667,136.6286667,2201.68,2201.68,1,0,770,13,1,14060,770,18.04,18,0,16125,770,21.79,0,0,0,0,10,60,6,0,10,60,6,0,2.555555556,2.555555556,UPW,29-06-2016
4863,0,17008I91197,259,-0.008,-0.008,112.17,112.17,3,0,1933,1,0,1933,1933,0,1,0,1933,1933,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
4864,1,40794I84455,1187,5950,7150,698.95,968.95,9,0,1539,4,8,5388,1154.5,468.9,9,8,13861,1539,175.9,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,03-08-2016
4865,1,06381I82739,80,42.112,42.112,432.48,432.48,3,0,770,7,5,5408,773,942989.7314,7,5,5408,773,23,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,24-06-2016
4866,1,31428I85338,1295,10718,13014.92,12086.96,16507.16,21,0,8000,1,0,8000,8000,125.84,3,11,18719,7526,25.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPW,06-08-2016
4867,1,46661I88659,1766,4731,6733.81,200.13,379.23,13,0,1539,1,0,1539,1539,-120.8,5,9,8846,1539,42.2,0,0,0,0,2,12,6,0.5,4,24,6,0,0,10,UPW,10-08-2016
4868,1,56850I70789,477,2994.470667,3022.92,2101.06,2510.7,4,0,770,4,5,3080,770,30.5,7,3,5393,770,33.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,19-07-2016
4869,1,04569I84456,2039,5274.829333,5299.11,831.53,919.53,1,0,2309,2,15,4618,2309,546.38,5,34,8477,1547,244.88,0,0,0,0,3,18,6,0,5,30,6,0,2.666666667,4.8,UPW,22-07-2016
4870,1,70763I82734,1094,550,550,200.13,200.13,1,0,1539,1,0,1539,1539,125,1,0,1539,1539,125,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,19-08-2016
4871,1,82798I84452,411,82.82966667,82.82966667,-93.16,-93.16,2,0,770,3,5,3079,770,0,3,5,3079,770,0,0,0,0,0,3,18,6,0,3,18,6,0,21,21,UPW,17-06-2016
4872,1,78516I82731,98,122.0513333,122.0513333,891.75,891.75,1,0,7526,3,18,15622,4048,74,5,32,25942,4048,74,0,0,0,0,3,18,6,0,3,18,6,0,6.333333333,6.333333333,UPW,29-06-2016
4873,1,51010I70784,551,40.93466667,40.93466667,372.02,372.02,1,2,3178,1,0,3178,3178,198,1,0,3178,3178,198,1,0,1,0,2,12,6,0,2,12,6,0,1.5,1.5,UPW,22-06-2016
4874,1,52528I88688,365,28041.557,28199.57,2554.64,2068.1,15,0,10000,4,3,23078,5769.5,151.5,6,12,39078,8000,18,0,0,0,0,3,18,6,0,5,30,6,0,3,4.25,UPW,27-07-2016
4875,1,25597I88688,957,33940,43806.7,6186.83,8224.32,1,0,10000,6,6,42357,8000,644.74,16,6,99907,4917,883.07,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,08-08-2016
4876,1,50353I90849,99,24448,31184.4,5636.46,7039.72,2,0,3178,16,1,20880,1539,130.5,36,1,39377,773,52.5,0,0,0,0,2,24,12,1.5,2,24,12,1.5,0,0,UPW,13-08-2016
4877,1,82390I90844,425,7200,7231,1727.8,2185,2,0,770,6,7,4620,770,39,10,3,7706,770,47.5,0,0,0,0,5,30,6,0,8,48,6,0,8.833333333,10.44444444,UPW,09-08-2016
4878,1,16231I82737,411,3025.2,3036,282.45,317.73,7,0,1539,3,11,4633,1547,73,6,33,7900,1543,76,0,0,0,0,4,24,6,0,5,30,6,0,5.666666667,4.2,UPW,09-07-2016
4879,1,57599I91197,381,4235,4235,734.48,734.48,2,0,2309,1,0,2309,2309,28.3,1,0,2309,2309,28.3,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,18-08-2016
4880,1,10558I90848,699,9.509,9.509,116.88,116.88,4,0,1547,1,0,1547,1547,22,1,0,1547,1547,22,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-06-2016
4881,1,14440I82737,1,0,0,99.56,99.56,1,816688.6386,770,1,0,770,770,7,1,0,770,770,7,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,20-07-2016
4882,1,66610I84458,465,4197.130667,4221.92,1122.34,1248.9,2,0,2309,7,3,11751,1539,14.67,8,3,12524,1156,18.92,0,0,0,0,7,42,6,0,8,48,6,0,4,3.714285714,UPW,04-07-2016
4883,1,92380I85320,599,2305,2305,200.13,200.13,2,0,1539,1,0,1539,1539,29.6,1,0,1539,1539,29.6,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,18-08-2016
4884,1,39461I90580,1056,17.36666667,17.36666667,228,228,-29,0,770,1,0,770,770,-190.03,2,68,1543,771.5,-186.03,0,0,0,0,2,12,6,0,2,12,6,0,10,10,UPW,04-06-2016
4885,1,78219I82734,108,21311.66667,21500,15214.42,16817.42,1,0,1547,15,1,22644,770,98,22,1,41536,1547,91.5,0,0,0,0,4,48,12,0,4,48,12,0,3.333333333,3.333333333,UPW,25-07-2016
4886,1,12957I95203,326,16500,21743.24,5191.46,9282.77,3,0,770,10,1,13852,1539,38,28,2,40022,1539,37.5,0,0,0,0,2,12,6,0,8,48,6,0,2,3,UPW,12-08-2016
4887,1,65474I85330,226,504.16,508.32,601.5,1203,30,0,773,1,0,773,773,96,1,0,773,773,96,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,15-07-2016
4888,1,22438I70376,50,15.124,15.124,534.48,534.48,3,0,773,1,0,773,773,21,1,0,773,773,21,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,06-06-2016
4889,1,68015I90849,777,67.17333333,67.17333333,1087.46,1087.46,2,0,1924,6,0,6552,773,21.75,6,0,6552,773,21.75,0,0,0,0,4,24,6,0,4,24,6,0,31.75,31.75,UPW,22-06-2016
4890,1,06066I87556,1224,173.238,173.238,998.14,998.14,1,0,4048,5,5,20975,2309,1.3,6,12,22695,2309,12.8,0,0,0,0,5,30,6,0,5,30,6,0,5,5,UPW,26-06-2016
4891,1,59981I85320,791,53866,93468.11,19556.48,31716.57,10,0,8000,3,14,24000,8000,45.67,5,16,32770,8000,21.67,0,0,0,0,3,18,6,0,4,24,6,0,2,3.333333333,UPW,15-08-2016
4892,1,17968I90584,1732,30507,46233,13185.98,18971.71,25,0,1539,2,1,3078,1539,391.9,3,10,11078,1539,192.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-08-2016
4893,0,46730I90849,766,0,0,396.48,396.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-2016
4894,1,95864I89239,1271,1775,1775.12,6186.51,6708.51,28,0,770,1,0,770,770,6.9,1,0,770,770,6.9,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,01-08-2016
4895,1,33848I88648,112,3382.476333,3397.37,317.05,559.5,32,0,5787,0,0,0,0,0,1,0,5787,5787,16,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-07-2016
4896,1,70829I88689,608,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,17-08-2016
4897,0,12191I85328,1017,29.584,29.584,595.2,595.2,16,0,5214,1,0,5214,5214,0.47,1,0,5214,5214,0.47,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-2016
4898,1,73359I70376,244,18196.379,18257.93,2205.45,2634.69,2,0,1539,5,5,10974,1539,117,10,8,23187,2014.5,86,0,0,0,0,4,48,12,0,7,66,12,0,3.666666667,4.833333333,UPW,21-07-2016
4899,1,96386I90584,878,3946,3946,6597.73,6597.73,8,0,1924,1,0,1924,1924,76.33,1,0,1924,1924,76.33,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-07-2016
4900,1,03259I70785,619,2760,2878.16,1765.35,2664.15,3,0,1539,1,0,1539,1539,33,2,53,13413,6706.5,18,0,0,0,0,1,6,6,0,3,18,6,0,0,18.5,UPW,30-07-2016
4901,1,85946I88658,120,30865,39760.1,8103.13,9771.34,1,0,32000,10,2,56089,4048,77.5,20,0,84165,4048,96,0,0,0,0,6,36,6,0,6,36,6,0,1.5,1.5,UPW,10-08-2016
4902,1,59951I84450,175,9.04,9.04,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-2016
4903,1,24892I95204,175,35.7,35.7,1143.45,1143.45,2,0,1539,5,3,6171,1539,145,5,3,6171,1539,145,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,21-06-2016
4904,1,98469I90849,806,5850,5850,597.36,910.56,1,0,770,6,15,4620,770,33.8,6,15,4620,770,33.8,0,0,0,0,6,36,6,0,6,36,6,0,22,22,UPW,08-08-2016
4905,1,79453I84105,1271,1879.799,1910.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-07-2016
4906,1,17174I70374,733,8543.36,8618.9,1489.78,1790.2,4,0,770,12,1,13218,773,304.31,21,1,20941,773,227.81,0,0,0,0,4,24,6,0,4,24,6,0,1.333333333,1.333333333,UPW,18-07-2016
4907,0,37475I95201,362,0.416,0.416,69.6,69.6,20,0,3193,1,0,3193,3193,0.4,1,0,3193,3193,0.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-06-2016
4908,1,50555I70375,97,16.86333333,16.86333333,840.6,840.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-06-2016
4909,1,65231I70789,239,2038.901333,2044.68,4621.58,4621.6,2,0,770,2,7,8770,4385,212,2,7,8770,4385,212,0,0,0,0,3,18,6,0,3,18,6,0,2,2,UPW,02-07-2016
4910,1,90203I90580,51,24.04266667,24.04266667,460.48,460.48,9,0,3193,2,2,4740,2370,891.5,2,2,4740,2370,891.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,08-06-2016
4911,0,96050I70780,178,7.077333333,7.077333333,47.28,47.28,1,0,3178,2,6,5111,2555.5,5,2,6,5111,2555.5,5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-06-2016
4912,1,33439I88690,102,1228.924,1237.49,-203.28,-217.8,3,0,1539,6,3,8465,1539,24.5,8,3,13205,1539,38.5,0,0,0,0,6,36,6,1,6,36,6,1,4.4,4.4,UPW,02-07-2016
4913,1,70005I70783,486,34.81333333,34.81333333,82.46,82.46,2,0,773,1,0,773,773,33.7,1,0,773,773,33.7,0,0,0,0,2,12,6,0.5,2,12,6,0.5,0,0,UPW,14-06-2016
4914,1,85097I84454,1984,60.33133333,60.33133333,1426.33,1426.33,667593.7647,0,770,1,0,770,770,271.75,2,39,3963,1981.5,272.75,0,0,0,0,2,12,6,0,2,12,6,0,10,10,UPW,19-06-2016
4915,1,61407I82733,121,49702.808,49863.08,4760.31,6186.72,2,0,1539,20,1,38207,1539,13,31,1,59315,1539,21,0,0,0,0,15,180,12,0,15,180,12,0,1.428571429,1.428571429,UPW,27-07-2016
4916,0,14845I70784,101,0,0,0,0,0,0,0,0,0,0,0,797786.7099,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-06-2016
4917,1,66682I90847,154,45.44,45.44,2658.3,2658.3,2,0,1539,3,3,4618,1539,50,3,3,4618,1539,50,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,30-06-2016
4918,1,42622I70379,415,12000,13042.68,8508.67,12589.57,3,0,770,13,3,10013,770,40.67,25,3,18686,770,34.67,0,0,0,0,6,36,6,0,11,66,6,0,3.714285714,5.75,UPW,05-08-2016
4919,1,27240I70378,83,21.06,21.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,27-06-2016
4920,1,44026I82731,1310,382.704,451.84,4250.04,4988.04,1,0,770,2,28,2694,1347,34.1,8,1,12155,1160,70.6,0,0,0,0,3,18,6,0,4,24,6,0,15.5,26.25,UPW,12-07-2016
4921,1,58472I82737,816,6809.234,6980.51,8287.56,10390.08,2,0,770,4,1,3080,770,55.5,11,7,19251,773,106.5,0,0,0,0,4,24,6,0,7,42,6,0,7,4.333333333,UPW,28-07-2016
4922,0,40265I70378,612,1.5,1.5,1071.15,1071.15,9,0,773,1,0,773,773,29.33,1,0,773,773,29.33,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,15-06-2016
4923,1,67207I97194,430,10487.73167,10516.39,505.09,530.09,22,0,5787,1,0,5787,5787,23,3,19,12344,5787,23,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,25-07-2016
4924,1,03053I90841,938,4350,4357,199.12,228.22,8,0,770,2,14,1540,770,38,3,42,2313,770,30,0,0,0,0,3,18,6,0,3,18,6,0,6,83.66666667,UPW,16-08-2016
4925,1,16521I89233,436,37.63466667,37.63466667,812.24,812.24,58,0,7400,0,0,0,0,0,1,0,7400,7400,594,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,22-06-2016
4926,1,55882I85320,1623,10723.08867,10779.19,3007.78,2941.7,1,0,1539,4,4,9434,2358.5,24.55,5,4,12612,3178,22.05,0,0,0,0,3,24,12,0,3,24,12,0,8,8,UPW,16-07-2016
4927,1,81620I88690,813,236.952,236.952,1797.84,1797.84,2,0,1539,18,1,20368,860,24.51,19,1,21915,947,25.01,0,0,0,0,14,84,6,0,14,84,6,0,1.714285714,1.714285714,UPW,24-06-2016
4928,1,22655I70372,533,48846.421,48958.21,6623.75,6838.67,1,0,11874,5,3,47661,10000,100.82,7,11,57515,10000,201.82,0,0,0,0,3,36,12,0,3,36,12,0,1.333333333,1.333333333,UPW,27-07-2016
4929,1,87616I90580,1746,810,812,3929.02,4086.22,1,0,770,2,29,1540,770,76.5,5,33,3259,770,61.5,0,0,0,0,1,6,6,0,2,12,6,0,3,5.333333333,UPW,05-07-2016
4930,1,34415I89231,1664,286.0106667,286.0106667,1497.44,1497.44,8,0,4048,8,5,30664,4048,109,10,5,33158,4048,73,0,0,0,0,6,36,6,0,6,36,6,0,1.833333333,1.833333333,UPW,28-06-2016
4931,1,60117I90583,509,3364,3364.04,7219.04,8106.14,5,0,770,2,5,2694,1347,220,2,5,2694,1347,220,0,0,0,0,2,12,6,0,2,12,6,0,117.5,117.5,UPW,02-08-2016
4932,0,56700I85350,101,1850,1850,599.56,599.56,5,0,770,1,0,770,770,517,2,85,1543,771.5,294,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,21-07-2016
4933,1,03111I88690,509,13.53333333,13.53333333,5022.92,5022.92,16,0,1539,2,21,2309,1154.5,20,4,34,12656,1243,20,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,28-06-2016
4934,1,63888I82731,798,18.12,18.12,1088.46,1088.46,6,0,770,2,8,1543,771.5,19.9,2,8,1543,771.5,19.9,0,0,0,0,2,12,6,0,2,12,6,0,9.5,9.5,UPW,18-06-2016
4935,1,81075I90581,204,284.0906667,284.0906667,2042.24,2042.24,1,0,4048,7,1,33553,4048,21.17,8,1,35273,4048,67.67,0,0,0,0,8,48,6,0,8,48,6,0,1.125,1.125,UPW,16-06-2016
4936,1,82337I90589,101,5096.337333,5144.03,1633.33,1735.25,5,0,1539,2,16,3078,1539,23,6,0,9258,1543,23,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,26-07-2016
4937,1,79254I90841,251,10464.284,10766.21,1032.86,-690.64,3,0,2309,3,25,13079,2309,102.5,8,1,18477,773,26.25,0,0,0,0,3,30,12,0,6,48,12,0,10,8.666666667,UPW,18-07-2016
4938,1,84059I90848,782,2508.912,2524.68,107.52,97.23,3,0,1539,5,11,19174,4048,25.2,6,11,20121,2793.5,26.2,0,0,0,0,5,30,6,0,6,36,6,0,3.5,3,UPW,03-07-2016
4939,0,70690I90844,246,29.812,29.812,2562.15,2562.15,1,0,1539,1,0,1539,1539,5.2,2,33,3086,1543,51.7,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,29-06-2016
4940,1,39414I90585,1315,636.272,638.72,728,780,8,0,1539,2,15,3848,1924,78.51,2,15,3848,1924,78.51,0,0,0,0,2,12,6,0,2,12,6,0,8,8,UPW,02-07-2016
4941,1,26718I88680,1111,23296,29719.01,7617.69,17744.97,3,0,1539,7,5,15991,1539,14.08,15,3,28902,1539,25.08,0,0,0,0,6,66,12,0,12,108,12,0,3.428571429,3.769230769,UPW,09-08-2016
4942,1,89041I84451,146,17.466,17.466,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-06-2016
4943,0,46000I85340,418,548,580,-187.74,-312.9,24,0,8000,1,0,8000,8000,11,1,0,8000,8000,11,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-07-2016
4944,1,74038I85328,1420,510.2666667,514,3276.64,4273.84,1,822346.9163,770,2,15,1543,771.5,33.5,2,15,1543,771.5,33.5,0,0,0,0,2,12,6,0,2,12,6,0,24.5,24.5,UPW,08-07-2016
4945,1,55993I90845,802,16,16,1021.76,1021.76,51,0,3467,0,0,0,0,0,1,0,3467,3467,15.33,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-06-2016
4946,1,69293I82734,1463,905.1666667,906.2,2525,3030,16,0,770,1,0,770,770,43.8,1,0,770,770,43.8,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,05-07-2016
4947,1,12928I91190,345,2140,2140,720.86,720.86,9,0,770,2,0,1540,770,390,2,0,1540,770,390,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,11-07-2016
4948,1,84138I85350,824,44.92133333,44.92133333,224,224,3,0,773,4,0,3866,773,6,4,0,3866,773,6,0,0,0,0,3,18,6,0,3,18,6,0,2,2,UPW,14-06-2016
4949,0,80858I82732,702,1400,1400,3792.65,4271,2,0,773,1,0,773,773,70,2,0,1546,773,70,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-07-2016
4950,1,47486I90588,166,106.376,106.376,990.96,990.96,2,0,773,5,11,6341,947,7,7,0,7287,773,13,0,0,0,0,4,24,6,0,4,24,6,0,3.666666667,3.666666667,UPW,12-06-2016
4951,1,28947I97566,986,2654.096,2684.46,-416.78,-475.14,1,0,1539,12,1,43546,1539,569.3,12,1,43546,1539,569.3,0,0,0,0,5,30,6,0,5,30,6,0,1.2,1.2,UPW,02-07-2016
4952,1,60968I84453,461,2300,3101,200.13,299.69,13,0,1539,1,0,1539,1539,68,2,19,2309,1154.5,83,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,03-08-2016
4953,1,00828I89234,1106,123.59,123.59,360,360,9,0,4048,2,14,7226,3613,141.1,4,30,14486,3620.5,53.35,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,30-06-2016
4954,1,13952I91190,99,1310.124333,1317.37,1810.07,1865.62,1,0,770,11,0,22720,770,84,12,0,23493,770,84,0,0,0,0,7,42,6,0,7,42,6,0,2.833333333,2.833333333,UPW,01-07-2016
4955,1,44151I85328,396,10315.523,10342.41,4521.09,5265.12,3,0,2309,3,2,6157,2309,12,4,18,7696,1924,76.5,0,0,0,0,3,24,12,0,4,30,12,0,10,10.33333333,UPW,21-07-2016
